D5_U5,6,2,D2,D2_U34,4,2,0.6240981,0.8458481586374927,0.5035458139709962,0.41372118552384857
D2_U4,8,2,D4,D4_U16,4,1,0.8602147,0.8326847414929026,0.5043261873450386,0.37053964206531825
D1_U3,4,2,D5,D5_U39,4,1,0.56816304,0.35760969774467155,0.505633206125952,0.280819305856877
D1_U5,7,2,D4,D4_U26,4,3,0.06417614,0.8653731142944984,0.5072163480540889,0.29417378852642456
D1_U3,4,2,D3,D3_U3,4,2,0.5627406,0.7959058187637005,0.5073021001878454,0.25815754183777223
D5_U3,4,2,D2,D2_U42,4,1,0.9760069,0.7956565045062517,0.5095727819328232,0.5582896501381489
D4_U3,9,2,D4,D4_U37,4,3,0.54043067,0.9080772828572329,0.5097581906903255,0.37016649438607097
D4_U3,9,2,D1,D1_U30,4,2,0.2959947,0.9027996773652492,0.511116673606992,0.36185379406025914
D5_U3,4,2,D3,D3_U17,4,1,0.73438424,0.7969268811572741,0.5148875918870475,0.5567720901441171
D5_U1,3,2,D5,D5_U32,4,1,0.84277856,0.35411997408525736,0.5172041310087138,0.4926727150053495
D2_U4,8,2,D5,D5_U29,4,2,0.4929849,0.8995704833160877,0.5224768143352502,0.42372271089674834
D3_U4,8,2,D4,D4_U49,4,3,0.33690774,0.9153828293622999,0.5263032559826428,0.4482984446652949
D1_U3,4,2,D2,D2_U42,4,1,0.9760069,0.3740409132614527,0.5287182507941606,0.2776477161718878
D5_U3,4,2,D2,D2_U5,4,3,0.78018695,0.8301981704043484,0.5304869239272936,0.471758117348976
D4_U3,9,2,D5,D5_U32,4,1,0.84277856,0.8621721868517137,0.531712297603596,0.35947136186590617
D2_U1,8,2,D5,D5_U32,4,1,0.84277856,0.8459048554624746,0.5334804600430312,0.3900613584962343
D2_U3,8,2,D5,D5_U49,4,2,0.28107244,0.8924538405496908,0.5355063581653332,0.3403911416964121
D5_U1,3,2,D4,D4_U26,4,3,0.06417614,0.807933474813146,0.536873921704197,0.48187374204025385
D5_U3,4,2,D4,D4_U37,4,3,0.54043067,0.8351234488853905,0.5409164772533707,0.471758117348976
D5_U4,7,2,D3,D3_U30,4,2,0.08457708,0.909104068377457,0.5424099283449977,0.47969237147134414
D4_U1,2,2,D5,D5_U39,4,1,0.56816304,0.30257246679140043,0.5438212527003448,0.3114801709198287
D5_U5,6,2,D5,D5_U32,4,1,0.84277856,0.8078525452464318,0.5443277063321821,0.40596561880962556
D2_U3,8,2,D1,D1_U24,4,1,0.7316587,0.8451069772273041,0.5443948820828188,0.347173683407125
D5_U4,7,2,D2,D2_U18,4,1,0.36947477,0.8490296664548611,0.5448288074993382,0.45856766318969344
D2_U4,8,2,D4,D4_U28,4,3,0.6961315,0.9152787855411731,0.5498305999185421,0.4212242946326118
D5_U3,4,2,D4,D4_U49,4,3,0.33690774,0.8722932320502846,0.5498681718948449,0.559894770574476
D4_U4,2,2,D3,D3_U3,4,2,0.5627406,0.7723774886104499,0.5511318488648994,0.38363246176511107
D5_U4,7,2,D1,D1_U24,4,1,0.7316587,0.8649735542481102,0.5524385194193832,0.4838656805534942
D4_U4,2,2,D4,D4_U26,4,3,0.06417614,0.7807442726764953,0.5524783853625872,0.4088752138358947
D5_U4,7,2,D4,D4_U46,4,3,0.056420207,0.9181018509795932,0.5539732020345653,0.4777407684317287
D5_U3,4,2,D3,D3_U30,4,2,0.08457708,0.8362551295046294,0.5564340996520982,0.471758117348976
D2_U4,8,2,D4,D4_U49,4,3,0.33690774,0.9197078687121053,0.556687419638682,0.42658133447081137
D5_U3,4,2,D5,D5_U39,4,1,0.56816304,0.8146311868677308,0.5591373952782281,0.5586717295281453
D5_U3,4,2,D4,D4_U37,4,3,0.54043067,0.8762899772688227,0.5621485455285572,0.5567720901441171
D4_U1,2,2,D2,D2_U42,4,1,0.9760069,0.3151422048612112,0.5622927957550461,0.30452565546235116
D2_U4,8,2,D4,D4_U28,4,3,0.6961315,0.9224440863084754,0.5655440414075784,0.42379841873180746
D2_U5,3,2,D2,D2_U18,4,1,0.36947477,0.36178514861002936,0.5681828136947346,0.3683558711506025
D4_U3,9,2,D4,D4_U16,4,1,0.8602147,0.8735039164418126,0.5712670866569897,0.2792574034769801
D5_U1,3,2,D4,D4_U26,4,3,0.06417614,0.8280708992717043,0.5718050090901484,0.49627577431555364
D2_U5,3,2,D4,D4_U46,4,3,0.056420207,0.8118534269479987,0.5719494060578671,0.3324802831604886
D5_U4,7,2,D3,D3_U3,4,2,0.5627406,0.9256036740793925,0.578284176994059,0.4838656805534942
D1_U3,4,2,D4,D4_U46,4,3,0.5822225,0.8371726042461589,0.580209140193808,0.2776477161718878
D5_U4,7,2,D5,D5_U46,4,2,0.5766486,0.9239514259281283,0.5806210679684524,0.4788955179776399
D1_U5,7,2,D1,D1_U39,4,1,0.4521184,0.8362339617528369,0.5812509241453196,0.29417378852642456
D4_U1,2,2,D4,D4_U5,4,3,0.34740275,0.7945506998115857,0.5823965157729258,0.31238989087676533
D2_U4,8,2,D1,D1_U24,4,1,0.7316587,0.8734305716917153,0.5848929026371266,0.4277633109684711
D1_U5,7,2,D3,D3_U3,4,2,0.5627406,0.8939139259119386,0.5867418255328285,0.20326469761733365
D5_U3,4,2,D2,D2_U34,4,2,0.6240981,0.8513268974908407,0.5897772332577919,0.471758117348976
D5_U5,6,2,D4,D4_U16,4,1,0.8602147,0.8262438055903089,0.5941325302602514,0.4055916818954019
D5_U4,7,2,D4,D4_U37,4,3,0.54043067,0.9354101513441174,0.5945669586461135,0.47969237147134414
D5_U5,6,2,D5,D5_U46,4,2,0.5766486,0.8841190172097072,0.594987900146892,0.4053769985420933
D1_U3,4,2,D1,D1_U39,4,1,0.4521184,0.7757151204862104,0.5978571750912014,0.25815754183777223
D5_U1,3,2,D2,D2_U15,3,3,0.39567846,0.8410821387761555,0.6010216490970743,0.4930006804648045
D2_U3,8,2,D2,D2_U38,3,2,0.9522232,0.9205494977800296,0.6040002603692155,0.34750382508744687
D5_U1,3,2,D1,D1_U20,3,1,0.37602454,0.7728277632385425,0.6083273737997178,0.4907771610117347
D2_U3,8,2,D2,D2_U34,3,2,0.7148223,0.9228789011474735,0.6106429148474738,0.33993395398536497
D5_U4,7,2,D4,D4_U4,3,3,0.1763671,0.9417363107500054,0.6116013926478758,0.4788955179776399
D1_U3,4,2,D3,D3_U16,3,1,0.56674695,0.7823513443434065,0.6145031164736151,0.28478419809354066
D4_U1,2,2,D2,D2_U15,3,3,0.19204688,0.8126602956970012,0.6188003164008257,0.2795653696319107
D2_U5,3,2,D2,D2_U15,3,3,0.39567846,0.8353768886126687,0.6195750653450457,0.36886866036824734
D5_U4,7,2,D4,D4_U4,3,3,0.1763671,0.9472699987268953,0.622799354268067,0.4812294272087981
D1_U5,7,2,D1,D1_U33,3,2,0.5015986,0.9098108380046763,0.6255548196004209,0.28794549761764004
D5_U3,4,2,D1,D1_U21,3,3,0.33791792,0.909416450998484,0.6351126439452307,0.561609165814044
D4_U3,9,2,D5,D5_U50,3,1,0.6888127,0.8949749495185019,0.6364802137507517,0.2792574034769801
D5_U5,6,2,D4,D4_U14,3,3,0.9657406,0.9101364452367521,0.6418058600751387,0.4073663643361413
D2_U1,8,2,D4,D4_U14,3,3,0.9657406,0.942569911312726,0.642170462460228,0.36533762245099266
D4_U3,9,2,D3,D3_U18,3,2,0.50525624,0.9541923057309897,0.642902278891328,0.3592639469373428
D4_U1,2,2,D3,D3_U18,3,2,0.50525624,0.8187144329472109,0.6464334467078069,0.3048340494645538
D5_U5,6,2,D2,D2_U15,3,3,0.19204688,0.9132564385306398,0.6492572395267813,0.40766055115855776
D4_U1,2,2,D4,D4_U37,3,3,0.51064396,0.8291025148293517,0.6528469919986601,0.3089748985157126
D2_U3,8,2,D1,D1_U38,3,3,0.36127084,0.9505147866925541,0.66584970230468,0.3425712440877356
D5_U3,4,2,D4,D4_U4,3,3,0.1763671,0.9223133308254933,0.669177321509685,0.5591038934099278
D5_U4,7,2,D2,D2_U15,3,3,0.39567846,0.9654471131614389,0.6717022295028979,0.48003416914342617
D5_U4,7,2,D5,D5_U10,3,3,0.80967623,0.9613158022818338,0.6853209694190221,0.45856766318969344
D4_U3,9,2,D5,D5_U2,3,1,0.51853436,0.9135143742244503,0.6885962134768153,0.3595631337193222
D2_U1,8,2,D5,D5_U10,3,3,0.80967623,0.9620711614214837,0.6926802014646887,0.36533762245099266
D1_U3,4,2,D1,D1_U17,3,3,0.570052,0.8892358205977623,0.6965871962786261,0.280819305856877
D4_U4,2,2,D3,D3_U18,3,2,0.50525624,0.8441611821161189,0.7014505200668206,0.31935002711178856
D4_U3,9,2,D1,D1_U21,3,3,0.33791792,0.981011239083317,0.7035066088399909,0.2792574034769801
D2_U5,3,2,D4,D4_U37,3,3,0.51064396,0.8739746818035405,0.7043087717234203,0.37275880126682653
D5_U4,7,2,D1,D1_U33,3,2,0.5015986,0.9715960000016993,0.7061056223119228,0.4788955179776399
D5_U1,3,2,D2,D2_U15,3,3,0.39567846,0.891520742542766,0.7136524944191857,0.4945249656704233
D3_U4,8,2,D2,D2_U32,3,2,0.77882403,0.9638915357883362,0.715780246030467,0.357389353756204
D2_U4,8,2,D2,D2_U33,3,3,0.538528,0.9807142253896871,0.7163639421184156,0.42372271089674834
