D2_U2,5,1,D4,D4_U49,4,3,0.33690774,0.9575310963589742,0.5047101899761361,0.8716923123696734
D1_U1,6,1,D4,D4_U49,4,3,0.33690774,1.0,0.5090528229913848,0.8811264095657495
D3_U2,8,1,D4,D4_U46,4,3,0.5822225,1.0,0.5162037160400035,0.8631875117025085
D4_U2,10,1,D4,D4_U37,4,3,0.54043067,1.0,0.5360449446799579,0.8634694820602696
D4_U2,10,1,D4,D4_U46,4,3,0.056420207,1.0,0.5369185997995338,0.8634694820602696
D3_U3,9,1,D4,D4_U26,4,3,0.06417614,1.0,0.542100982528436,0.8387294883537904
D3_U2,8,1,D4,D4_U26,4,3,0.06417614,1.0,0.5427354593809302,0.8589207911395033
D3_U1,3,1,D4,D4_U26,4,3,0.06417614,0.8827583697982888,0.5684698662726161,0.8634500810760416
D1_U4,5,1,D4,D4_U28,4,3,0.6961315,0.9832289581244691,0.573172502182629,0.868022294154846
D1_U1,6,1,D4,D4_U37,4,3,0.54043067,1.0,0.5769218477851372,0.8800746019213013
D3_U2,8,1,D2,D2_U5,4,3,0.78018695,1.0,0.5887305848680779,0.8589207911395033
D3_U5,7,1,D4,D4_U49,4,3,0.33690774,1.0,0.5891522900290713,0.8541679073064643
D4_U2,10,1,D3,D3_U22,4,3,0.8942186,1.0,0.5911956526660652,0.867568647001706
D1_U2,2,1,D4,D4_U49,4,3,0.33690774,0.8408686574528517,0.5989255508312852,0.8768019551522415
D3_U1,3,1,D3,D3_U22,4,3,0.8942186,0.8960955266030725,0.5996489961360835,0.8634500810760416
D3_U2,8,1,D5,D5_U10,3,3,0.80967623,1.0,0.6124985423041492,0.8589207911395033
D2_U2,5,1,D2,D2_U15,3,3,0.19204688,0.9978021245321431,0.613211298682099,0.8716923123696734
D3_U1,3,1,D2,D2_U15,3,3,0.39567846,0.9018868681267066,0.6134066746008892,0.8634500810760416
D3_U1,3,1,D2,D2_U15,3,3,0.19204688,0.902731915316401,0.6154252568354728,0.8634500810760416
D1_U1,6,1,D2,D2_U33,3,3,0.538528,1.0,0.6161532356801583,0.8692459088018566
D3_U1,3,1,D2,D2_U15,3,3,0.19204688,0.9039385939484448,0.618312588608985,0.8670838656412285
D3_U5,7,1,D1,D1_U17,3,3,0.570052,1.0,0.6279819472205487,0.8541679073064643
D3_U1,3,1,D5,D5_U10,3,3,0.80967623,0.913934138010215,0.6424527703993437,0.8684101590553955
D4_U2,10,1,D4,D4_U4,3,3,0.1763671,1.0,0.6480478603707106,0.867568647001706
