D2_U2,5,1,D4,D4_U16,4,1,0.8602147,0.9137410775162453
D2_U2,5,1,D1,D1_U7,2,2,0.66623414,1.0
D2_U2,5,1,D2,D2_U45,1,1,0.36088097,1.0
D2_U2,5,1,D5,D5_U28,1,2,0.7674028,1.0
D2_U2,5,1,D4,D4_U21,1,3,0.5059279,1.0
D2_U2,5,1,D2,D2_U45,1,1,0.36088097,1.0
D2_U2,5,1,D2,D2_U15,3,3,0.19204688,0.9978021245321431
D2_U2,5,1,D4,D4_U49,4,3,0.33690774,0.9575310963589742
D2_U2,5,1,D5,D5_U13,2,1,0.91590714,0.994669145615966
D2_U2,5,1,D2,D2_U45,1,1,0.36088097,1.0
D2_U2,5,1,D2,D2_U38,3,2,0.9522232,1.0
D2_U2,5,1,D4,D4_U33,2,3,0.70833343,1.0
D2_U2,5,1,D5,D5_U42,2,2,0.13359767,1.0
D2_U2,5,1,D4,D4_U47,3,1,0.7739586,0.9819789879939422
D2_U2,5,1,D3,D3_U30,4,2,0.08457708,0.9776797441744853
D2_U2,5,1,D4,D4_U16,4,1,0.8602147,0.9219768573159018
D2_U2,5,1,D1,D1_U17,2,2,0.04339695,1.0
D2_U2,5,1,D3,D3_U6,3,3,0.9592017,1.0
