D5_U2,5,1,D3,D3_U25,2,3,0.8988439,1.0
D5_U2,5,1,D5,D5_U49,4,2,0.28107244,0.9751366351611723
D5_U2,5,1,D5,D5_U13,2,2,0.5783202,1.0
D5_U2,5,1,D2,D2_U39,1,3,0.27641857,1.0
D5_U2,5,1,D1,D1_U21,3,3,0.33791792,1.0
D5_U2,5,1,D5,D5_U22,1,1,0.9909942,1.0
D5_U2,5,1,D1,D1_U24,1,1,0.41660511,1.0
D5_U2,5,1,D3,D3_U30,4,2,0.08457708,0.9836238622991618
D5_U2,5,1,D3,D3_U44,2,2,0.20428538,1.0
D5_U2,5,1,D2,D2_U45,1,1,0.36088097,1.0
D5_U2,5,1,D5,D5_U39,4,1,0.56816304,0.9283074567398083
D5_U2,5,1,D1,D1_U33,3,2,0.5015986,1.0
D5_U2,5,1,D2,D2_U39,1,3,0.2575733,1.0
