D1_U5,7,2,D3,D3_U25,2,3,0.8988439,1.0
D1_U5,7,2,D3,D3_U3,4,2,0.5627406,0.8939139259119386
D1_U5,7,2,D4,D4_U26,4,3,0.06417614,0.8653731142944984
D1_U5,7,2,D5,D5_U13,2,1,0.91590714,0.9349507868711373
D1_U5,7,2,D1,D1_U39,4,1,0.4521184,0.8362339617528369
D1_U5,7,2,D3,D3_U28,2,2,0.15172642,0.9801973118385654
D1_U5,7,2,D2,D2_U48,1,3,0.19979775,1.0
D1_U5,7,2,D3,D3_U25,2,3,0.8988439,0.9956735551190334
D1_U5,7,2,D5,D5_U9,1,1,0.57484555,0.9420251660437153
D1_U5,7,2,D5,D5_U38,2,2,0.32054794,1.0
D1_U5,7,2,D1,D1_U33,3,2,0.5015986,0.9098108380046763
D1_U5,7,2,D2,D2_U38,3,2,0.9522232,0.9532629417891194
D1_U5,7,2,D2,D2_U39,1,3,0.2575733,1.0
