D5_U3,4,2,D4,D4_U37,4,3,0.54043067,0.8351234488853905
D5_U3,4,2,D2,D2_U5,4,3,0.78018695,0.8301981704043484
D5_U3,4,2,D3,D3_U30,4,2,0.08457708,0.8362551295046294
D5_U3,4,2,D2,D2_U34,4,2,0.6240981,0.8513268974908407
D5_U3,4,2,D5,D5_U38,1,1,0.35981315,0.9370292982976606
D5_U3,4,2,D2,D2_U44,2,3,0.74251133,0.9906457626070319
D5_U3,4,2,D1,D1_U21,3,3,0.33791792,0.909416450998484
D5_U3,4,2,D4,D4_U49,4,3,0.33690774,0.8722932320502846
D5_U3,4,2,D5,D5_U38,1,1,0.35981315,0.9506606681910548
D5_U3,4,2,D4,D4_U4,3,3,0.1763671,0.9223133308254933
D5_U3,4,2,D2,D2_U44,2,3,0.74251133,0.9822408166190579
D5_U3,4,2,D1,D1_U2,1,1,0.5424004,0.9492767011601914
D5_U3,4,2,D5,D5_U39,4,1,0.56816304,0.8146311868677308
D5_U3,4,2,D4,D4_U22,2,3,0.81978786,0.9635560366042559
D5_U3,4,2,D3,D3_U17,4,1,0.73438424,0.7969268811572741
D5_U3,4,2,D4,D4_U37,4,3,0.54043067,0.8762899772688227
D5_U3,4,2,D2,D2_U42,4,1,0.9760069,0.7956565045062517
D5_U3,4,2,D2,D2_U9,2,1,0.29518622,0.9224363219779904
D5_U3,4,2,D2,D2_U39,1,3,0.27641857,1.0
D5_U3,4,2,D5,D5_U42,2,3,0.007355869,0.9759157495043398
