D5_U5,6,2,D5,D5_U14,2,3,0.4946959,0.9816915135939062
D5_U5,6,2,D1,D1_U24,1,1,0.41660511,0.9266225813799467
D5_U5,6,2,D5,D5_U38,1,1,0.35981315,0.9369191778204343
D5_U5,6,2,D2,D2_U34,4,2,0.6240981,0.8458481586374927
D5_U5,6,2,D2,D2_U38,3,2,0.9522232,0.9409555339120032
D5_U5,6,2,D5,D5_U46,4,2,0.5766486,0.8841190172097072
D5_U5,6,2,D3,D3_U46,2,1,0.6974573,0.8939970605352966
D5_U5,6,2,D2,D2_U19,1,2,0.8455975,1.0
D5_U5,6,2,D3,D3_U46,2,1,0.6974573,0.9031979245910905
D5_U5,6,2,D2,D2_U15,3,3,0.19204688,0.9132564385306398
D5_U5,6,2,D5,D5_U38,1,1,0.35981315,0.9463793277783568
D5_U5,6,2,D4,D4_U16,4,1,0.8602147,0.8262438055903089
D5_U5,6,2,D5,D5_U32,4,1,0.84277856,0.8078525452464318
D5_U5,6,2,D5,D5_U9,1,1,0.57484555,0.9537976123746841
D5_U5,6,2,D1,D1_U21,1,3,0.3882246,1.0
D5_U5,6,2,D4,D4_U14,3,3,0.9657406,0.9101364452367521
D5_U5,6,2,D3,D3_U45,1,3,0.52127546,1.0
D5_U5,6,2,D2,D2_U15,2,1,0.4763034,0.9162097001114159
D5_U5,6,2,D5,D5_U13,2,2,0.5783202,0.9826023816638491
