D3_U1,3,1,D5,D5_U28,1,2,0.7674028,1.0
D3_U1,3,1,D4,D4_U26,4,3,0.06417614,0.8827583697982888
D3_U1,3,1,D2,D2_U15,3,3,0.39567846,0.9018868681267066
D3_U1,3,1,D2,D2_U8,2,2,0.0037337542,0.9880099712605144
D3_U1,3,1,D2,D2_U24,1,2,0.59077805,1.0
D3_U1,3,1,D2,D2_U33,3,3,0.538528,0.9404481260081559
D3_U1,3,1,D1,D1_U30,4,2,0.2959947,0.8523720686523935
D3_U1,3,1,D3,D3_U22,4,3,0.8942186,0.8960955266030725
D3_U1,3,1,D3,D3_U17,4,1,0.73438424,0.806626794882542
D3_U1,3,1,D1,D1_U21,1,3,0.3882246,1.0
D3_U1,3,1,D2,D2_U15,3,3,0.19204688,0.902731915316401
D3_U1,3,1,D2,D2_U42,4,1,0.9760069,0.8151949052393576
D3_U1,3,1,D5,D5_U28,1,2,0.7674028,1.0
D3_U1,3,1,D5,D5_U13,2,1,0.91590714,0.919703190893283
D3_U1,3,1,D5,D5_U10,3,3,0.80967623,0.913934138010215
D3_U1,3,1,D4,D4_U21,1,3,0.5059279,1.0
D3_U1,3,1,D2,D2_U15,3,3,0.19204688,0.9039385939484448
